udp,2710,46.148.17.125
http,80,141.255.161.22
http,328,128.195.169.200
http,6969,24.195.241.41
http,6969,58.236.98.109
http,6969,66.111.227.76
http,80,84.16.233.232
http,2710,151.80.120.115
http,2710,64.70.19.203
http,80,69.64.147.243
http,2710,54.173.246.46
http,9339,167.114.156.214
http,6969,61.55.142.129
http,6969,61.152.250.100
http,80,209.99.40.222
http,80,83.222.14.125
http,2710,89.184.82.219
http,1337,127.0.0.4
http,3393,127.0.0.2
http,2710,212.22.85.143
http,80,127.0.0.4
http,3277,104.27.129.28
http,7266,104.27.128.28
http,6666,103.224.212.222
http,80,5.196.95.20
http,80,109.70.26.37
http,80,195.22.26.248
http,6969,162.210.196.168
http,6969,212.4.136.6
http,2710,82.98.86.178
http,6969,152.19.134.22
http,80,68.178.213.61
http,80,1.3.3.7
http,6969,1.3.3.7
http,4315,103.224.182.252
http,2711,199.59.242.150
http,80,185.169.40.81
http,2710,31.31.205.163
http,80,185.217.0.76
http,2710,87.236.194.27
http,6969,98.124.245.24
http,6969,127.0.0.5
http,3277,37.139.0.58
http,6969,80.74.157.31
http,2710,204.187.100.146
http,80,194.67.212.231
http,80,5.35.171.18
http,2701,195.22.28.198
udp,80,185.217.0.76
udp,2710,87.236.194.27
http,80,141.8.224.239
